,Open,High,Low,Close,Volume
2010-08-26,17.21,17.8,17.01,17.52,2903339
2010-08-27,17.25,17.5,17.25,17.5,1012327
2010-08-30,16.7,17.1,16.7,17.1,1148229
2010-08-31,17.2,17.35,17.01,17.1,1157113
2010-09-01,16.81,17.5,16.81,17.5,2232035
2010-09-02,17.1,17.1,17.1,17.1,1452740
2010-09-03,17.1,17.1,17.01,17.03,1518292
2010-09-06,17.03,17.4,17,17.03,281853
2010-09-07,17.88,17.88,17.86,17.87,1013122
2010-09-08,17.86,17.9,17.5,17.9,1220660
2010-09-13,17.51,18.79,17.01,17.01,3199067
2010-09-14,16.16,16.16,16.16,16.16,4463608
2010-09-15,15.36,16.16,15.36,16.16,80540
2010-09-16,15.36,15.36,15.36,15.36,8313768
2010-09-17,14.6,14.66,14.6,14.6,5231836
2010-09-20,14.1,14.1,14.1,14.1,228889
2010-09-21,13.4,13.9,13.4,13.9,3765169
2010-09-22,13.5,13.6,13.21,13.21,3299256
2010-09-23,12.7,12.75,12.55,12.55,2960084
2010-09-24,12.06,12.06,11.93,11.94,1376591
2010-09-27,11.6,11.97,11.59,11.97,966335
2010-09-28,11.38,11.45,11.38,11.42,2859952
2010-09-29,11.95,11.99,11.23,11.99,1555113
2010-09-30,12.5,12.58,12.46,12.46,4837309
2010-10-04,13.08,13.08,13.08,13.08,2322922
2010-10-05,13.73,13.73,13.73,13.73,2133972
2010-10-06,14.41,14.41,14.2,14.41,9910898
2010-10-07,14.7,14.7,13.8,13.8,3094500
2010-10-08,13.21,13.78,13.21,13.27,1251567
2010-10-11,13.4,13.93,13.4,13.93,679913
2010-10-12,14.21,14.62,14.21,14.62,1349615
2010-10-13,15.35,15.35,15.25,15.35,3721500
2010-10-14,15.6,15.6,15,15,1766510
2010-10-15,15,15.75,15,15.75,1056122
2010-10-18,16.1,16.53,16.05,16.53,2415515
2010-10-19,17.3,17.3,15.95,16.09,2183203
2010-10-20,15.9,15.9,15.29,15.4,1447625
2010-10-21,14.87,14.93,14.87,14.87,1229126
2010-10-22,14.85,15.61,14.85,15.61,818291
2010-10-25,16.3,16.39,16.3,16.39,1499085
2010-10-26,16.4,16.4,16,16,2109532
2010-10-27,15.98,15.98,15.97,15.97,421148
2010-10-28,15.8,15.8,15.66,15.66,1153474
2010-10-29,15.9,15.9,15.76,15.76,457379
2010-11-01,15.97,16.09,15.97,16.02,724759
2010-11-02,15.9,15.9,15.51,15.51,1160741
2010-11-03,15.51,15.55,15.36,15.5,1314943
2010-11-04,15.48,15.6,15.3,15.3,992384
2010-11-05,15.3,15.5,15.24,15.3,1309516
2010-11-08,15.01,15.45,15.01,15.23,5368717
2010-11-09,15.8,15.99,15.8,15.99,1430164
2010-11-10,16.2,16.78,16.2,16.78,2675355
2010-11-11,17,17.01,16.77,17,3203383
2010-11-12,17,17,16.18,16.2,2987533
2010-11-15,16.2,16.2,16.2,16.2,502759
2010-11-18,15.86,16,15.8,16,1879329
2010-11-19,16.1,16.2,16,16.1,1714361
2010-11-22,16.35,16.35,16.35,16.35,1208674
2010-11-23,16,16,16,16,536551
2010-11-24,16.02,16.02,16,16,1030150
2010-11-25,16,16.05,16,16.05,1482842
2010-11-26,16.05,16.38,16.02,16.38,953582
2010-11-29,16.23,16.4,16.23,16.4,1329205
